Time (s),Channel 1 (V)
0.0204194911363159,1.873919985039466
0.0204206711363159,1.876275635930799
0.0204218511363159,1.878967808378037
0.0204230311363159,1.880986937713466
0.0204242111363159,1.8836791101607
0.0204253911363159,1.882333023937082
0.0204265711363159,1.881323459269369
0.0204277511363159,1.882333023937082
0.0204289311363159,1.881659980825274
0.0204301111363159,1.883006067048893
0.0204312911363159,1.886034761052036
0.0204324711363159,1.889063455055178
0.0204336511363159,1.8907460628347
0.0204348311363159,1.888726933499273
0.0204360111363159,1.887717368831558
0.0204371911363159,1.653161844365947
0.0204383711363159,-0.0001685597940968678
0.0204395511363159,0.02372447067514048
0.0204407311363159,0.0277627293459975
0.0204419111363159,0.03281055268456877
0.0204430911363159,0.03920446224675905
0.0204442711363159,0.04088707002628204
0.0204454511363159,0.0422331562499012
0.0204466311363159,0.04290619936171101
0.0204478111363159,0.04223315624990211
0.0204489911363159,0.04122359158218802
0.0204501711363159,0.03954098380266456
0.0204513511363159,0.040214026914473
0.0204525311363159,0.0398775053585687
0.0204537111363159,0.03987750535856855
0.0204548911363159,0.04425228558532635
0.0204560711363159,0.04256967780580809
0.0204572511363159,0.04156011313809323
0.0204584311363159,0.04055054847037897
0.0204596111363159,0.04055054847037805
0.0204607911363159,0.04357924247351806
0.0204619711363159,0.04391576402942526
0.0204631511363159,0.04290619936171315
0.0204643311363159,0.0439157640294242
0.0204655111363159,0.04458880714123385
0.0204666911363159,0.04391576402942649
0.0204678711363159,0.0429061993617104
0.0204690511363159,0.04223315624990272
0.0204702311363159,0.04088707002628465
0.0204714111363159,0.04223315624989936
0.0204725911363159,0.04189663469399797
0.0204737711363159,0.04256967780580534
0.0204749511363159,0.04391576402942327
0.0204761311363159,0.04223315624990487
0.0204773111363159,0.04357924247352051
0.0204784911363159,0.04324272091761606
0.0204796711363159,0.04324272091761637
0.0204808511363159,0.0435792424735199
0.0204820311363159,0.04256967780580748
0.0204832111363159,0.0435792424735196
0.0204843911363159,0.04223315624990365
0.0204855711363159,0.04425228558532971
0.0204867511363159,0.04290619936171131
0.0204879311363159,0.04290619936171192
0.0204891111363159,0.04425228558532956
0.0204902911363159,0.04256967780580641
0.0204914711363159,0.04223315624990196
0.0204926511363159,0.04256967780580656
0.0204938311363159,0.04256967780580778
0.0204950111363159,0.04526185025304457
0.0204961911363159,0.04425228558533032
0.0204973711363159,0.04223315624990181
0.0204985511363159,0.04324272091761606
0.0204997311363159,0.04458880714123507
0.0205009111363159,0.04324272091761606
0.0205020911363159,0.04256967780580656
0.0205032711363159,0.04290619936171116
0.0205044511363159,0.04189663469399751
0.0205056311363159,0.04458880714123385
0.0205068111363159,0.04357924247352127
0.0205079911363159,0.04223315624990242
0.0205091711363159,0.04357924247352021
0.0205103511363159,0.04357924247352082
0.0205115311363159,0.04324272091761622
0.0205127111363159,0.04492532869713829
0.0205138911363159,0.04223315624990426
0.0205150711363159,0.04256967780580626
0.0205162511363159,0.04391576402942435
0.0205174311363159,0.04156011313809446
0.0205186111363159,0.0422331562499012
0.0205197911363159,0.04324272091761515
0.0205209711363159,0.04223315624990181
0.0205221511363159,0.04223315624990181
0.0205233311363159,0.04357924247351898
0.0205245111363159,0.04256967780580793
0.0205256911363159,0.04223315624990181
0.0205268711363159,0.04223315624990181
0.0205280511363159,0.0425696778058084
0.0205292311363159,0.04391576402942373
0.0205304111363159,0.03954098380266701
0.0205315911363159,0.04189663469399277
0.0205327711363159,0.04189663469399797
0.0205339511363159,0.04256967780580534
0.0205351311363159,0.04425228558532941
0.0205363111363159,0.04324272091761484
0.0205374911363159,0.04189663469399736
0.0205386711363159,0.04223315624990181
0.0205398511363159,0.0422331562499015
0.0205410311363159,0.04189663469399736
0.0205422111363159,0.04223315624990027
0.0205433911363159,0.04055054847037989
0.0205445711363159,0.04256967780580641
0.0205457511363159,0.0422331562499015
0.0205469311363159,0.04156011313809246
0.0205481111363159,0.04189663469399751
0.0205492911363159,0.04290619936171055
0.0205504711363159,0.04122359158218756
0.0205516511363159,0.04122359158218725
0.0205528311363159,0.04055054847037836
0.0205540111363159,0.04122359158218756
0.0205551911363159,0.04189663469399706
0.0205563711363159,0.04256967780580656
0.0205575511363159,0.0402140269144733
0.0205587311363159,0.0402140269144733
0.0205599111363159,0.04189663469399706
0.0205610911363159,1.847334782122988
0.0205622711363159,1.967809499136889
0.0205634511363159,1.927763433984242
0.0205646311363159,1.90622605440633
0.0205658111363159,1.894784321505564
0.0205669911363159,1.887717368831562
0.0205681711363159,1.881659980825276
0.0205693511363159,1.87190085570404
0.0205705311363159,1.862141730582802
0.0205717111363159,1.854738256352896
0.0205728911363159,1.851036519237944
0.0205740711363159,1.852046083905654
0.0205752511363159,1.855747821020604
0.0205764311363159,1.857430428800129
0.0205776111363159,1.859113036579653
0.0205787911363159,1.859449558135559
0.0205799711363159,1.856084342576515
0.0205811511363159,1.855411299464703
0.0205823311363159,1.855747821020607
0.0205835111363159,1.858776515023755
0.0205846911363159,1.861805209026888
0.0205858711363159,1.865843467697752
0.0205870511363159,1.867862597033175
0.0205882311363159,1.868872161700893
