Time (s),Channel 2 (V)
-0.1733426818646184,-0.01810766915244888
-0.1733215218646184,-0.01101640860966164
-0.1733003618646184,-0.001561394552611978
-0.1732792018646184,-0.002912110846472376
-0.1732580418646184,-0.002574431773006317
-0.1732368818646184,-0.003587468993404495
-0.1732157218646184,-0.002912110846468844
-0.1731945618646184,0.005192186916719958
-0.1731734018646184,0.01262112653297326
-0.1731522418646184,0.02241381966349835
-0.1731310818646184,0.02781668483894793
-0.1731099218646184,0.026465968545088
-0.1730887618646184,0.03119347557361497
-0.1730676018646184,0.04166152685106281
-0.1730464418646184,0.04638903387959532
-0.1730252818646184,0.04807742924692562
-0.1730041218646184,0.05010350368772197
-0.1729829618646184,0.04942814554079308
-0.1729618018646184,0.05516868978972131
-0.1729406418646184,0.06664977828756732
-0.1729194818646184,0.06968888994876139
-0.1728983218646184,0.06766281550796781
-0.1728771618646184,0.07407871790382402
-0.1728560018646184,0.08488444825473791
-0.1728348418646184,0.08657284362207313
-0.1728136818646184,0.08353373196088119
-0.1727925218646184,0.09062499250366844
-0.1727713618646184,0.1004176856341842
-0.1727502018646184,0.1000800065607224
-0.1727290418646184,0.1000800065607224
-0.1727078818646184,0.09974232748725619
-0.1726867218646184,0.09602785767913399
-0.1726655618646184,0.102781439148446
-0.1726444018646184,0.1112234159851074
-0.1726232418646184,0.1078466252504441
-0.1726020818646184,0.1064959089565817
-0.1725809218646184,0.1048075135892483
-0.1725597618646184,0.1024437600749859
-0.1725386018646184,0.09805393211992712
-0.1725174418646184,0.09704089489952802
-0.1724962818646184,0.1004176856341886
-0.1724751218646184,0.102781439148451
-0.1724539618646184,0.1085219833973773
-0.1724328018646184,0.1075089461769757
-0.1724116418646184,0.1000800065607224
-0.1723904818646184,0.0997423274872571
-0.1723693218646184,0.1007553647076539
-0.1723481618646184,0.1024437600749859
-0.1723270018646184,0.1061582298831142
-0.1723058418646184,0.1027814391484537
-0.1722846818646184,0.09704089489952403
-0.1722635218646184,0.09163802972406708
-0.1722423618646184,0.08218301566701743
-0.1722212018646184,0.0815076575200807
-0.1722000418646184,0.08150765752008055
-0.1721788818646184,0.08116997844661449
-0.1721577218646184,0.08420909010780395
-0.1721365618646184,0.07711782956502639
-0.1721154018646184,0.06664977828756732
-0.1720942418646184,0.06664977828756732
-0.1720730818646184,0.06529906199370308
-0.1720519218646184,0.06394834569983886
-0.1720307618646184,0.06664977828756732
-0.1720096018646184,0.05787012237744979
-0.1719884418646184,0.04740207109999411
-0.1719672818646184,0.04942814554079047
-0.1719461218646184,0.04807742924692562
-0.1719249618646184,0.04064848963066249
-0.1719038018646184,0.03355722908788492
-0.1718826418646184,0.02714132669202042
-0.1718614818646184,0.02038774522268694
-0.1718403218646184,0.01025737301871899
